1	3626
1	4204
1	5444
2	3626
2	4204
2	4628
2	5444
3	582
3	834
3	846
3	1242
3	2449
3	3634
3	4094
3	4298
3	5094
3	6535
3	6869
3	9476
4	312
4	883
4	4298
5	835
5	5063
8	745
8	1269
8	2365
8	2506
8	4566
8	5696
8	8672
9	1283
9	3626
9	4204
9	5444
9	6746
10	8685
11	1430
11	2613
11	3329
11	4052
11	5133
11	5528
11	6388
11	6821
11	6896
11	7887
11	8207
12	1497
13	7627
14	2349
14	4894
14	5139
14	5528
14	6525
14	7110
14	8205
14	9131
16	3626
16	4204
16	5444
17	25
17	94
17	128
17	263
17	283
17	284
17	342
17	415
17	586
17	626
17	643
17	653
17	686
17	709
17	953
17	956
17	968
17	981
17	983
17	995
17	997
17	1012
17	1017
17	1035
17	1121
17	1215
17	1310
17	1325
17	1500
17	1508
17	1533
17	1538
17	1540
17	1580
17	1611
17	1685
17	1701
17	1727
17	1746
17	1767
17	1782
17	1797
17	1821
17	1838
17	1839
17	1876
17	1923
17	1969
17	2101
17	2319
17	2356
17	2362
17	2493
17	2552
17	2781
17	2840
17	2861
17	2884
17	2945
17	2951
17	3000
17	3021
17	3064
17	3107
17	3121
17	3195
17	3330
17	3394
17	3503
17	3531
17	3532
17	3720
17	3812
17	3819
17	3825
17	3876
17	3908
17	3927
17	3939
17	3997
17	4027
17	4272
17	4313
17	4374
17	4439
17	4545
17	4591
17	4643
17	4762
17	4858
17	5187
17	5287
17	5289
17	5333
17	5451
17	5508
17	5605
17	5881
17	5882
17	5884
17	5906
17	5966
17	5977
17	6132
17	6161
17	6177
17	6353
17	6376
17	6377
17	6437
17	6452
17	6655
17	6760
17	6772
17	6855
17	6856
17	7048
17	7086
17	7100
17	7103
17	7110
17	7214
17	7234
17	7267
17	7274
17	7356
17	7386
17	7415
17	7422
17	7535
17	7700
17	7757
17	7826
17	7834
17	7859
17	7876
17	7877
17	7944
17	7970
17	7988
17	8159
17	8186
17	8247
17	8274
17	8359
17	8389
17	8440
17	8451
17	8493
17	8627
17	8701
17	8756
17	8788
17	8954
17	8998
17	9033
17	9043
17	9125
17	9292
17	9509
17	9601
17	9742
18	1471
19	3443
20	6972
21	23
21	25
21	94
21	122
21	128
21	241
21	263
21	283
21	284
21	302
21	321
21	342
21	415
21	572
21	586
21	626
21	643
21	653
21	659
21	676
21	677
21	686
21	709
21	745
21	790
21	876
21	907
21	953
21	956
21	968
21	981
21	983
21	991
21	992
21	995
21	997
21	1012
21	1017
21	1035
21	1072
21	1121
21	1195
21	1214
21	1215
21	1234
21	1292
21	1296
21	1310
21	1325
21	1392
21	1417
21	1485
21	1500
21	1508
21	1533
21	1538
21	1540
21	1558
21	1580
21	1611
21	1685
21	1701
21	1727
21	1737
21	1746
21	1747
21	1751
21	1752
21	1767
21	1782
21	1797
21	1821
21	1838
21	1839
21	1876
21	1910
21	1923
21	1969
21	2046
21	2101
21	2112
21	2267
21	2319
21	2331
21	2356
21	2362
21	2493
21	2497
21	2503
21	2552
21	2704
21	2732
21	2781
21	2792
21	2840
21	2859
21	2861
21	2884
21	2929
21	2945
21	2951
21	3000
21	3021
21	3064
21	3107
21	3121
21	3195
21	3292
21	3330
21	3343
21	3394
21	3409
21	3439
21	3441
21	3472
21	3481
21	3503
21	3513
21	3531
21	3532
21	3624
21	3720
21	3812
21	3819
21	3825
21	3829
21	3876
21	3908
21	3927
21	3939
21	3954
21	3997
21	4016
21	4027
21	4044
21	4083
21	4092
21	4123
21	4272
21	4313
21	4374
21	4396
21	4408
21	4439
21	4538
21	4545
21	4567
21	4568
21	4580
21	4587
21	4590
21	4591
21	4604
21	4605
21	4606
21	4618
21	4643
21	4762
21	4855
21	4858
21	5187
21	5264
21	5287
21	5289
21	5333
21	5451
21	5508
21	5605
21	5723
21	5738
21	5878
21	5881
21	5882
21	5884
21	5906
21	5908
21	5934
21	5966
21	5977
21	6032
21	6100
21	6104
21	6106
21	6132
21	6161
21	6172
21	6177
21	6353
21	6376
21	6377
21	6427
21	6437
21	6441
21	6442
21	6452
21	6523
21	6526
21	6609
21	6616
21	6618
21	6655
21	6732
21	6760
21	6772
21	6817
21	6855
21	6856
21	6903
21	6973
21	6974
21	6975
21	6994
21	7025
21	7048
21	7086
21	7100
21	7103
21	7110
21	7164
21	7179
21	7214
21	7234
21	7267
21	7274
21	7356
21	7378
21	7386
21	7415
21	7422
21	7535
21	7634
21	7700
21	7750
21	7757
21	7786
21	7810
21	7826
21	7834
21	7854
21	7859
21	7876
21	7877
21	7918
21	7944
21	7970
21	7988
21	8050
21	8069
21	8079
21	8118
21	8159
21	8186
21	8197
21	8234
21	8236
21	8247
21	8274
21	8359
21	8389
21	8440
21	8444
21	8451
21	8493
21	8627
21	8638
21	8643
21	8685
21	8701
21	8756
21	8788
21	8944
21	8954
21	8998
21	9029
21	9033
21	9043
21	9125
21	9209
21	9288
21	9292
21	9334
21	9509
21	9601
21	9742
22	122
22	302
22	321
22	676
22	745
22	790
22	876
22	907
22	1035
22	1072
22	1214
22	1558
22	2317
22	2331
22	2704
22	2732
22	3343
22	3409
22	3439
22	3472
22	3481
22	3539
22	3624
22	3829
22	4044
22	4123
22	4408
